0.062 0.11 0.094 -0.051 -0.055 0.0188 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.055 0.0282 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 0.051 -0.055 0.0376 0.0 -0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 -0.051 -0.055 0.0376 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.055 0.0376 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.055 0.0376 0.0 0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 0.051 -0.055 0.047 0.0 -0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 -0.051 -0.055 0.047 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.055 0.047 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.055 0.047 0.0 0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 0.051 -0.044 0.0376 0.0 -0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 -0.051 -0.044 0.0376 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.044 0.0376 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 0.051 -0.044 0.047 0.0 -0.707107218813 0.0 0.70710634356
0.062 0.11 0.094 -0.051 -0.044 0.047 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.044 0.047 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.033 0.0376 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.033 0.047 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.033 0.047 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.022 0.0376 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.022 0.047 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
0.062 0.11 0.094 -0.051 -0.022 0.047 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.11 0.094 -0.051 -0.011 0.047 -0.415626829946 0.572060765941 -0.415626829946 0.572062196382
