0.062 0.062 0.1 -0.051 -0.031 0.01 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.062 0.1 -0.051 -0.031 0.03 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.062 0.1 -0.051 -0.031 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 -0.031 0.05 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.062 0.1 0.051 -0.0186 0.05 -0.57206076594 -0.415626829946 0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 -0.0186 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 -0.0186 0.05 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.062 0.1 0.051 -0.0062 0.05 -0.57206076594 -0.415626829946 0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 -0.0062 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 -0.0062 0.05 -0.218507995317 0.672497985586 -0.218507995317 0.672499049328
0.062 0.062 0.1 0.051 0.0062 0.05 -0.57206076594 -0.415626829946 0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 0.0062 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 0.0186 0.03 0.707106781187 -4.32977866015e-17 0.707106781187 -4.32977866015e-17
0.062 0.062 0.1 0.051 0.0186 0.05 -0.57206076594 -0.415626829946 0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 0.0186 0.05 0.707106781187 -4.32977866015e-17 0.707106781187 -4.32977866015e-17
0.062 0.062 0.1 -0.051 0.0186 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 0.031 0.03 0.707106781187 -4.32977866015e-17 0.707106781187 -4.32977866015e-17
0.062 0.062 0.1 0.051 0.031 0.05 0.707106781187 -4.32977866015e-17 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 0.051 0.031 0.05 -0.57206076594 -0.415626829946 0.57206076594 0.415628798778
0.062 0.062 0.1 -0.051 0.031 0.05 0.707106781187 -4.32977866015e-17 0.707106781187 -4.32977866015e-17
0.062 0.062 0.1 -0.051 0.031 0.05 -0.57206076594 0.415626829946 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.031 0.051 0.03 0.415626829946 0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.031 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 -0.031 0.051 0.05 0.415626829946 0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.031 -0.051 0.05 -0.415626829946 -0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.0186 0.051 0.03 0.415626829946 0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.0186 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 -0.0186 0.051 0.05 0.415626829946 0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.0186 -0.051 0.05 -0.415626829946 -0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.0062 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 -0.0062 0.051 0.05 0.415626829946 0.57206076594 -0.57206076594 0.415628798778
0.062 0.062 0.1 -0.0062 -0.051 0.05 -0.67249943784 0.218508142263 0.218508142263 0.672497501582
0.062 0.062 0.1 0.0062 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 0.0062 -0.051 0.05 -0.67249943784 0.218508142263 0.218508142263 0.672497501582
0.062 0.062 0.1 0.0186 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 0.0186 0.051 0.05 0.415626829946 -0.57206076594 0.57206076594 0.415628798778
0.062 0.062 0.1 0.0186 -0.051 0.05 -0.67249943784 0.218508142263 0.218508142263 0.672497501582
0.062 0.062 0.1 0.031 -0.051 0.03 -0.67249943784 0.218508142263 0.218508142263 0.672497501582
0.062 0.062 0.1 0.031 0.051 0.05 -4.32977866015e-17 0.707106781187 -0.707106781187 4.32977866015e-17
0.062 0.062 0.1 0.031 0.051 0.05 0.415626829946 -0.57206076594 0.57206076594 0.415628798778
0.062 0.062 0.1 0.031 -0.051 0.05 -0.67249943784 0.218508142263 0.218508142263 0.672497501582
0.062 0.062 0.1 -0.031 -0.031 0.07 6.12323e-17 1.0 -6.12323e-17 3.7494e-33
0.062 0.062 0.1 -0.031 -0.031 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 -0.0186 0.07 6.12323e-17 1.0 -6.12323e-17 3.7494e-33
0.062 0.062 0.1 -0.031 -0.0186 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 -0.0062 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 0.0062 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 0.0062 0.07 0.951056560832 0.309016857306 1.89218296602e-17 5.82353731087e-17
0.062 0.062 0.1 -0.031 0.0186 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 0.0186 0.07 0.951056560832 0.309016857306 1.89218296602e-17 5.82353731087e-17
0.062 0.062 0.1 -0.031 0.031 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.031 0.031 0.07 0.951056560832 0.309016857306 1.89218296602e-17 5.82353731087e-17
0.062 0.062 0.1 -0.0186 -0.031 0.07 6.12323e-17 1.0 -6.12323e-17 3.7494e-33
0.062 0.062 0.1 -0.0186 -0.031 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.0186 -0.0186 0.07 6.12323e-17 1.0 -6.12323e-17 3.7494e-33
0.062 0.062 0.1 -0.0186 -0.0186 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
0.062 0.062 0.1 -0.0186 -0.0062 0.07 0.58778508449 0.809017116291 -4.95380071207e-17 3.59915051735e-17
