0.05,0.01,0.05,0.045,-0.005,-0.025,-0.707107,4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.698401,0.110616,0.698401,-0.110616
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.672498,0.218508,0.672499,-0.218508
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.630037,0.32102,0.630037,-0.32102
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.572061,0.415627,0.572061,-0.415627
0.05,0.01,0.05,0.045,-0.005,-0.025,0.5,-0.5,-0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.025,0.415627,-0.572061,-0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.025,0.32102,-0.630037,-0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.025,0.218508,-0.672498,-0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.025,0.110616,-0.698401,-0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.025,0,-0.707107,0,0.707107
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.110616,-0.698401,0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.218508,-0.672498,0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.32102,-0.630037,0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.415627,-0.572061,0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.5,-0.5,0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.572061,-0.415627,0.572061,0.415627
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.630037,-0.32102,0.630037,0.32102
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.672498,-0.218508,0.672499,0.218508
0.05,0.01,0.05,0.045,-0.005,-0.025,-0.698401,-0.110616,0.698401,0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.707107,-4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.698401,-0.110616,0.698401,-0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.672498,-0.218508,0.672499,-0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.630037,-0.32102,0.630037,-0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.572061,-0.415627,0.572061,-0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.025,-0.5,0.5,-0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.025,-0.415627,0.572061,-0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.025,-0.32102,0.630037,-0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.025,-0.218508,0.672498,-0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.025,-0.110616,0.698401,-0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.025,0,0.707107,0,0.707107
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.110616,0.698401,0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.218508,0.672498,0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.32102,0.630037,0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.415627,0.572061,0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.5,0.5,0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.572061,0.415627,0.572061,0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.630037,0.32102,0.630037,0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.672498,0.218508,0.672499,0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.025,0.698401,0.110616,0.698401,0.110616
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.707107,4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.698401,0.110616,0.698401,-0.110616
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.672498,0.218508,0.672499,-0.218508
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.630037,0.32102,0.630037,-0.32102
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.572061,0.415627,0.572061,-0.415627
0.05,0.01,0.05,0.045,-0.005,-0.0225,0.5,-0.5,-0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.0225,0.415627,-0.572061,-0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.0225,0.32102,-0.630037,-0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.0225,0.218508,-0.672498,-0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.0225,0.110616,-0.698401,-0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.0225,0,-0.707107,0,0.707107
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.110616,-0.698401,0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.218508,-0.672498,0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.32102,-0.630037,0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.415627,-0.572061,0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.5,-0.5,0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.572061,-0.415627,0.572061,0.415627
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.630037,-0.32102,0.630037,0.32102
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.672498,-0.218508,0.672499,0.218508
0.05,0.01,0.05,0.045,-0.005,-0.0225,-0.698401,-0.110616,0.698401,0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.707107,-4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.698401,-0.110616,0.698401,-0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.672498,-0.218508,0.672499,-0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.630037,-0.32102,0.630037,-0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.572061,-0.415627,0.572061,-0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.0225,-0.5,0.5,-0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.0225,-0.415627,0.572061,-0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.0225,-0.32102,0.630037,-0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.0225,-0.218508,0.672498,-0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.0225,-0.110616,0.698401,-0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0,0.707107,0,0.707107
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.110616,0.698401,0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.218508,0.672498,0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.32102,0.630037,0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.415627,0.572061,0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.5,0.5,0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.572061,0.415627,0.572061,0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.630037,0.32102,0.630037,0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.672498,0.218508,0.672499,0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.0225,0.698401,0.110616,0.698401,0.110616
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.707107,4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.698401,0.110616,0.698401,-0.110616
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.672498,0.218508,0.672499,-0.218508
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.630037,0.32102,0.630037,-0.32102
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.572061,0.415627,0.572061,-0.415627
0.05,0.01,0.05,0.045,-0.005,-0.02,0.5,-0.5,-0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.02,0.415627,-0.572061,-0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.02,0.32102,-0.630037,-0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.02,0.218508,-0.672498,-0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.02,0.110616,-0.698401,-0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.02,0,-0.707107,0,0.707107
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.110616,-0.698401,0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.218508,-0.672498,0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.32102,-0.630037,0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.415627,-0.572061,0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.5,-0.5,0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.572061,-0.415627,0.572061,0.415627
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.630037,-0.32102,0.630037,0.32102
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.672498,-0.218508,0.672499,0.218508
0.05,0.01,0.05,0.045,-0.005,-0.02,-0.698401,-0.110616,0.698401,0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.707107,-4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.698401,-0.110616,0.698401,-0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.672498,-0.218508,0.672499,-0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.630037,-0.32102,0.630037,-0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.572061,-0.415627,0.572061,-0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.02,-0.5,0.5,-0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.02,-0.415627,0.572061,-0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.02,-0.32102,0.630037,-0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.02,-0.218508,0.672498,-0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.02,-0.110616,0.698401,-0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.02,0,0.707107,0,0.707107
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.110616,0.698401,0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.218508,0.672498,0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.32102,0.630037,0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.415627,0.572061,0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.5,0.5,0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.572061,0.415627,0.572061,0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.630037,0.32102,0.630037,0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.672498,0.218508,0.672499,0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.02,0.698401,0.110616,0.698401,0.110616
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.707107,4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.698401,0.110616,0.698401,-0.110616
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.672498,0.218508,0.672499,-0.218508
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.630037,0.32102,0.630037,-0.32102
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.572061,0.415627,0.572061,-0.415627
0.05,0.01,0.05,0.045,-0.005,-0.0175,0.5,-0.5,-0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.0175,0.415627,-0.572061,-0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.0175,0.32102,-0.630037,-0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.0175,0.218508,-0.672498,-0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.0175,0.110616,-0.698401,-0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.0175,0,-0.707107,0,0.707107
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.110616,-0.698401,0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.218508,-0.672498,0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.32102,-0.630037,0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.415627,-0.572061,0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.5,-0.5,0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.572061,-0.415627,0.572061,0.415627
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.630037,-0.32102,0.630037,0.32102
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.672498,-0.218508,0.672499,0.218508
0.05,0.01,0.05,0.045,-0.005,-0.0175,-0.698401,-0.110616,0.698401,0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.707107,-4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.698401,-0.110616,0.698401,-0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.672498,-0.218508,0.672499,-0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.630037,-0.32102,0.630037,-0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.572061,-0.415627,0.572061,-0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.0175,-0.5,0.5,-0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.0175,-0.415627,0.572061,-0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.0175,-0.32102,0.630037,-0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.0175,-0.218508,0.672498,-0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.0175,-0.110616,0.698401,-0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0,0.707107,0,0.707107
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.110616,0.698401,0.110616,0.698401
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.218508,0.672498,0.218508,0.672499
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.32102,0.630037,0.32102,0.630037
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.415627,0.572061,0.415627,0.572061
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.5,0.5,0.5,0.5
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.572061,0.415627,0.572061,0.415627
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.630037,0.32102,0.630037,0.32102
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.672498,0.218508,0.672499,0.218508
0.05,0.01,0.05,-0.045,-0.005,-0.0175,0.698401,0.110616,0.698401,0.110616
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.707107,4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.698401,0.110616,0.698401,-0.110616
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.672498,0.218508,0.672499,-0.218508
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.630037,0.32102,0.630037,-0.32102
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.572061,0.415627,0.572061,-0.415627
0.05,0.01,0.05,0.045,-0.005,-0.015,0.5,-0.5,-0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.015,0.415627,-0.572061,-0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.015,0.32102,-0.630037,-0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.015,0.218508,-0.672498,-0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.015,0.110616,-0.698401,-0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.015,0,-0.707107,0,0.707107
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.110616,-0.698401,0.110616,0.698401
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.218508,-0.672498,0.218508,0.672499
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.32102,-0.630037,0.32102,0.630037
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.415627,-0.572061,0.415627,0.572061
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.5,-0.5,0.5,0.5
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.572061,-0.415627,0.572061,0.415627
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.630037,-0.32102,0.630037,0.32102
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.672498,-0.218508,0.672499,0.218508
0.05,0.01,0.05,0.045,-0.005,-0.015,-0.698401,-0.110616,0.698401,0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.015,0.707107,-4.32978e-17,0.707107,-4.32978e-17
0.05,0.01,0.05,-0.045,-0.005,-0.015,0.698401,-0.110616,0.698401,-0.110616
0.05,0.01,0.05,-0.045,-0.005,-0.015,0.672498,-0.218508,0.672499,-0.218508
